school_id,district,facility,enrollment,school_compliance,compliance_bin,protection,protection_bin
A90270050262004,Gibson City-Melvin-Sibley CUSD 5,GCMS Elementary School,471,99.36%,98-99.9%,98.09%,98-99.9%
A90270100260001,Paxton-Buckley-Loda CUD 10,Paxton-Buckley-Loda High School,475,99.37%,98-99.9%,100.00%,100%
A90270100261002,Paxton-Buckley-Loda CUD 10,Paxton-Buckley-Loda Jr High Sch,313,99.68%,98-99.9%,99.04%,98-99.9%
A90270100262004,Paxton-Buckley-Loda CUD 10,Clara Peterson Elem School,329,99.39%,98-99.9%,95.14%,90-97.9%
A90270100262005,Paxton-Buckley-Loda CUD 10,PBL Eastlawn,271,100.00%,100%,98.52%,98-99.9%
A11012002C260001,Marshall CUSD 2C,Marshall High School,402,99.50%,98-99.9%,99.75%,98-99.9%
A11012002C261002,Marshall CUSD 2C,Marshall Jr High School,198,99.49%,98-99.9%,100.00%,100%
A11012002C262003,Marshall CUSD 2C,North Elem School,389,98.97%,98-99.9%,98.97%,98-99.9%
A11012002C262005,Marshall CUSD 2C,South Elem School,332,100.00%,100%,100.00%,100%
A11012003C260001,Martinsville CUSD 3C,Martinsville Jr- Sr High School,175,100.00%,100%,100.00%,100%
A11012003C262005,Martinsville CUSD 3C,Martinsville Elem School,245,100.00%,100%,99.59%,98-99.9%
A11012004C260001,Casey-Westfield CUSD 4C,Casey-Westfield Jr/Sr HS,405,99.75%,98-99.9%,99.75%,98-99.9%
A11012004C262003,Casey-Westfield CUSD 4C,Monroe Elem School,448,100.00%,100%,99.11%,98-99.9%
A110150010260001,Charleston CUSD 1,Charleston High School,806,98.39%,98-99.9%,98.39%,98-99.9%
A110150010261002,Charleston CUSD 1,Charleston Middle School,406,100.00%,100%,97.04%,90-97.9%
A110150010262003,Charleston CUSD 1,Carl Sandburg Elem School,513,100.00%,100%,99.61%,98-99.9%
A110150010262004,Charleston CUSD 1,Jefferson Elem School,577,93.59%,90-97.9%,96.36%,90-97.9%
A110150010262006,Charleston CUSD 1,Mark Twain Elem School,168,97.62%,90-97.9%,92.86%,90-97.9%
A110150010262007,Charleston CUSD 1,Ashmore Elem School,117,100.00%,100%,99.15%,98-99.9%
A110150020260001,Mattoon CUSD 2,Mattoon High School,1062,99.62%,98-99.9%,99.72%,98-99.9%
A110150020261003,Mattoon CUSD 2,Mattoon Middle School,748,99.73%,98-99.9%,99.60%,98-99.9%
A110150020262015,Mattoon CUSD 2,Arland D Williams Jr Elem Sch,752,99.73%,98-99.9%,99.60%,98-99.9%
A110150020262016,Mattoon CUSD 2,Riddle Elementary School,746,98.66%,98-99.9%,99.06%,98-99.9%
A110150020263010,Mattoon CUSD 2,Neil Armstrong Program/Hawthorne,113,99.12%,98-99.9%,98.23%,98-99.9%
A11015003X100000,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,St Mary School,73,100.00%,100%,97.26%,90-97.9%
A110150050260002,Oakland CUSD 5,Oakland High School,80,100.00%,100%,98.75%,98-99.9%
A110150050262001,Oakland CUSD 5,Lake Crest Elem School,187,100.00%,100%,98.93%,98-99.9%
A11015022X060000,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,St Johns Lutheran Parochial Sch,242,100.00%,100%,96.69%,90-97.9%
A110180030260001,Neoga CUSD 3,Neoga Jr/Sr High School,336,95.83%,90-97.9%,98.21%,98-99.9%
A110180030262002,Neoga CUSD 3,Neoga Elementary School,227,98.68%,98-99.9%,99.12%,98-99.9%
A110180030263001,Neoga CUSD 3,Neoga Early Childhood Center,3,100.00%,100%,100.00%,100%
A110180770260001,Cumberland CUSD 77,Cumberland High School,285,96.14%,90-97.9%,93.33%,90-97.9%
A110180770261001,Cumberland CUSD 77,Cumberland Middle School,303,99.01%,98-99.9%,94.06%,90-97.9%
A110180770262003,Cumberland CUSD 77,Cumberland Elem School,409,99.02%,98-99.9%,97.80%,90-97.9%
A110213010260001,Tuscola CUSD 301,Tuscola High School,308,97.73%,90-97.9%,99.68%,98-99.9%
A110213010261004,Tuscola CUSD 301,East Prairie Middle School,274,100.00%,100%,99.27%,98-99.9%
A110213010262002,Tuscola CUSD 301,North Ward Elementary School,365,99.18%,98-99.9%,99.18%,98-99.9%
A110213020260001,Villa Grove CUSD 302,Villa Grove High School,209,93.78%,90-97.9%,97.13%,90-97.9%
A110213020261001,Villa Grove CUSD 302,Villa Grove Jr High School,91,97.80%,90-97.9%,100.00%,100%
A110213020262001,Villa Grove CUSD 302,Villa Grove Elem School,360,96.39%,90-97.9%,98.61%,98-99.9%
A110213050260001,Arthur CUSD 305,Arthur-Lovington-Atwood-Hammond,316,100.00%,100%,97.15%,90-97.9%
A110213050262003,Arthur CUSD 305,Arthur Grade School,409,100.00%,100%,92.91%,90-97.9%
A110213050262004,Arthur CUSD 305,Lovington Grade School,239,100.00%,100%,100.00%,100%
A110213050262005,Arthur CUSD 305,Atwood-Hammond Grade School,282,100.00%,100%,100.00%,100%
A110213060260001,Arcola CUSD 306,Arcola High School,341,99.41%,98-99.9%,98.24%,98-99.9%
A110213060262002,Arcola CUSD 306,Arcola Elementary School,370,99.19%,98-99.9%,98.65%,98-99.9%
A110230010260001,Shiloh CUSD 1,Shiloh High School,203,100.00%,100%,100.00%,100%
A110230010262002,Shiloh CUSD 1,Shiloh Elementary School,192,100.00%,100%,99.48%,98-99.9%
A11023001X100000,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,St Mary School,46,93.48%,90-97.9%,100.00%,100%
A110230030260001,Kansas CUSD 3,Kansas High School,107,94.39%,90-97.9%,98.13%,98-99.9%
A110230030262002,Kansas CUSD 3,Kansas Elem School,112,80.36%,<90%,92.86%,90-97.9%
A110230040260002,Paris CUSD 4,Paris Cooperative High School 4,207,98.55%,98-99.9%,99.52%,98-99.9%
A110230040261001,Paris CUSD 4,Crestwood Jr High School,146,98.63%,98-99.9%,99.32%,98-99.9%
A110230040262001,Paris CUSD 4,Crestwood Elem School,308,99.68%,98-99.9%,99.68%,98-99.9%
A110230060260001,Edgar County CUD 6,Chrisman High School,96,100.00%,100%,98.96%,98-99.9%
A110230060261001,Edgar County CUD 6,Chrisman-Scottland Jr High School,80,100.00%,100%,98.75%,98-99.9%
A110230060262003,Edgar County CUD 6,Chrisman Elem School,141,100.00%,100%,98.58%,98-99.9%
A110230950250002,Paris-Union SD 95,Paris Cooperative High School 95,385,100.00%,100%,100.00%,100%
A110230950251001,Paris-Union SD 95,Mayo Middle School,287,99.30%,98-99.9%,99.65%,98-99.9%
A110230950252003,Paris-Union SD 95,Memorial Elementary School,296,98.31%,98-99.9%,100.00%,100%
A110230950252006,Paris-Union SD 95,Carolyn Wenz Elem School,309,98.38%,98-99.9%,99.68%,98-99.9%
A110230950253001,Paris-Union SD 95,Creative Center for Children,80,100.00%,100%,100.00%,100%
A11070004Z220000,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,Arthur Christian School,76,67.11%,<90%,69.74%,<90%
A110703000260004,Sullivan CUSD 300,Sullivan High School,338,96.15%,90-97.9%,99.11%,98-99.9%
A110703000261001,Sullivan CUSD 300,Sullivan Middle School,250,96.80%,90-97.9%,98.00%,98-99.9%
A110703000262001,Sullivan CUSD 300,Sullivan Elem School,550,97.45%,90-97.9%,98.91%,98-99.9%
A110703020260001,Okaw Valley CUSD 302,Okaw Valley High School,175,99.43%,98-99.9%,98.29%,98-99.9%
A110703020261001,Okaw Valley CUSD 302,Okaw Valley Middle School,146,95.21%,90-97.9%,97.95%,90-97.9%
A110703020262001,Okaw Valley CUSD 302,Okaw Valley Elementary School,159,100.00%,100%,100.00%,100%
A110870010260002,Windsor CUSD 1,Windsor Jr & Sr High School,158,100.00%,100%,100.00%,100%
A110870010262002,Windsor CUSD 1,Windsor Elem School,180,100.00%,100%,100.00%,100%
A11087002X100000,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,St Michael School,162,100.00%,100%,100.00%,100%
A11087003A260001,Cowden-Herrick CUSD 3A,Cowden-Herrick Jr/Sr High School,199,100.00%,100%,100.00%,100%
A11087003A262001,Cowden-Herrick CUSD 3A,Cowden-Herrick Grade School,149,99.33%,98-99.9%,98.66%,98-99.9%
A110870040260001,Shelbyville CUSD 4,Shelbyville High School,348,100.00%,100%,100.00%,100%
A110870040262002,Shelbyville CUSD 4,Moulton Elementary School,483,99.38%,98-99.9%,99.59%,98-99.9%
A110870040262003,Shelbyville CUSD 4,Main Street Elementary School,258,100.00%,100%,99.22%,98-99.9%
A110870040262006,Shelbyville CUSD 4,Shelbyville Kindergarten Center,73,98.63%,98-99.9%,97.26%,90-97.9%
A11087004X060000,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,Trinity Lutheran School,124,98.39%,98-99.9%,95.97%,90-97.9%
A11087005A260001,Stewardson-Strasburg CUD 5A,Stewardson-Strasburg High School,105,100.00%,100%,100.00%,100%
A11087005A262003,Stewardson-Strasburg CUD 5A,Stewardson-Strasburg Elem School,247,98.38%,98-99.9%,98.79%,98-99.9%
A11087006Z250000,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,Mid-America Preparatory School,76,100.00%,100%,92.11%,90-97.9%
A110870210260001,Central A & M CUD 21,Central A & M High School,223,99.10%,98-99.9%,100.00%,100%
A110870210261001,Central A & M CUD 21,Central A & M Middle School,176,98.86%,98-99.9%,100.00%,100%
A110870210262001,Central A & M CUD 21,Gregory Intermediate,142,100.00%,100%,100.00%,100%
A110870210262002,Central A & M CUD 21,Bond Primary,166,100.00%,100%,99.40%,98-99.9%
A110870210263001,Central A & M CUD 21,Kemmerer Village School,14,100.00%,100%,100.00%,100%
A120130100260002,Clay City CUSD 10,Clay City High School,55,98.18%,98-99.9%,98.18%,98-99.9%
A120130100261001,Clay City CUSD 10,Clay City Jr High School,66,100.00%,100%,100.00%,100%
A120130100262001,Clay City CUSD 10,Clay City Elem School,182,100.00%,100%,98.35%,98-99.9%
A120130250260001,North Clay CUSD 25,North Clay Community High School,191,98.95%,98-99.9%,99.48%,98-99.9%
A120130250262004,North Clay CUSD 25,North Clay Elem/Jr High Sch,428,98.83%,98-99.9%,98.36%,98-99.9%
A120130350260001,Flora CUSD 35,Flora High School,371,99.73%,98-99.9%,100.00%,100%
A120130350261001,Flora CUSD 35,Floyd Henson Jr High Sch,303,99.67%,98-99.9%,99.01%,98-99.9%
A120130350262008,Flora CUSD 35,Flora Elementary School,733,99.59%,98-99.9%,98.91%,98-99.9%
A120170010260001,Hutsonville CUSD 1,Hutsonville High School,102,99.02%,98-99.9%,100.00%,100%
A120170010262002,Hutsonville CUSD 1,Hutsonville Elem and Jr High Sch,219,99.09%,98-99.9%,100.00%,100%
A120170020260001,Robinson CUSD 2,Robinson High School,452,99.12%,98-99.9%,100.00%,100%
A120170020261005,Robinson CUSD 2,Nuttall Middle School,369,70.73%,<90%,97.83%,90-97.9%
A120170020262004,Robinson CUSD 2,Lincoln Elementary School,335,100.00%,100%,99.10%,98-99.9%
A120170020262007,Robinson CUSD 2,Washington Elem School,418,89.00%,<90%,94.98%,90-97.9%
A12017002X140000,Clay/Cwford/Jsper/Lwrnce/Rhland,New Hebron Christian School,97,94.85%,90-97.9%,93.81%,90-97.9%
A120170030260001,Palestine CUSD 3,Palestine High School,94,100.00%,100%,98.94%,98-99.9%
A120170030262002,Palestine CUSD 3,Palestine Grade School,224,100.00%,100%,98.21%,98-99.9%
A120170040260001,Oblong CUSD 4,Oblong High School,180,84.44%,<90%,90.56%,90-97.9%
A120170040262002,Oblong CUSD 4,Oblong Elem School,410,79.02%,<90%,86.83%,<90%
A120400010260001,Jasper County CUD 1,Newton Comm High School,344,99.13%,98-99.9%,96.22%,90-97.9%
A120400010261003,Jasper County CUD 1,Jasper Co Jr High,192,94.79%,90-97.9%,92.71%,90-97.9%
A120400010262002,Jasper County CUD 1,Newton Elem School,573,99.30%,98-99.9%,96.16%,90-97.9%
A120400010262011,Jasper County CUD 1,Ste Marie Elem School,208,100.00%,100%,96.63%,90-97.9%
A12040001X100000,Clay/Cwford/Jsper/Lwrnce/Rhland,St Thomas,152,99.34%,98-99.9%,98.68%,98-99.9%
A120510100260001,Red Hill CUSD 10,Red Hill Jr/Sr High School,408,100.00%,100%,100.00%,100%
A120510100262005,Red Hill CUSD 10,Bridgeport Grade School,354,98.59%,98-99.9%,99.15%,98-99.9%
A120510100262008,Red Hill CUSD 10,Sumner Attendance Center,212,99.53%,98-99.9%,99.53%,98-99.9%
A120510200260008,Lawrence County CUD 20,Lawrenceville High School,302,100.00%,100%,99.67%,98-99.9%
A120510200261007,Lawrence County CUD 20,Parkview Jr High School,257,100.00%,100%,99.22%,98-99.9%
A120510200262007,Lawrence County CUD 20,Parkside Elementary School,662,100.00%,100%,98.49%,98-99.9%
A120800010260001,Richland County CUSD 1,Richland County High School,748,100.00%,100%,99.47%,98-99.9%
A120800010261002,Richland County CUSD 1,Richland County Middle School,525,100.00%,100%,98.67%,98-99.9%
A120800010262008,Richland County CUSD 1,Richland County Elementary School,1168,99.23%,98-99.9%,97.60%,90-97.9%
A12080001X100000,Clay/Cwford/Jsper/Lwrnce/Rhland,St Joseph Grade School,251,100.00%,100%,99.60%,98-99.9%
A12080007P003101,Child Development Partners LLC,Child Development Partners,23,100.00%,100%,100.00%,100%
A130140010260001,Carlyle CUSD 1,Carlyle High School,324,99.69%,98-99.9%,98.46%,98-99.9%
A130140010261001,Carlyle CUSD 1,Carlyle Junior High School,333,99.40%,98-99.9%,99.40%,98-99.9%
A130140010262002,Carlyle CUSD 1,Carlyle Elementary School,364,99.73%,98-99.9%,98.08%,98-99.9%
A13014001Y100000,Clintn/Jeffrsn/Marin/Washngtn ROE,Mater Dei High School,398,98.99%,98-99.9%,99.50%,98-99.9%
A130140030260006,Wesclin CUSD 3,Wesclin Sr High School,382,100.00%,100%,99.74%,98-99.9%
A130140030262001,Wesclin CUSD 3,Trenton Elem School,256,100.00%,100%,100.00%,100%
A130140030262005,Wesclin CUSD 3,New Baden Elementary School,225,99.11%,98-99.9%,100.00%,100%
A130140030262006,Wesclin CUSD 3,Wesclin Middle School,507,100.00%,100%,99.41%,98-99.9%
A13014008X060000,Clintn/Jeffrsn/Marin/Washngtn ROE,Trinity Lutheran School,86,100.00%,100%,98.84%,98-99.9%
A13014011Y060000,Clintn/Jeffrsn/Marin/Washngtn ROE,Christ Our Rock Lutheran HS,121,100.00%,100%,100.00%,100%
A130140120042001,Breese ESD 12,Breese Elem School,408,100.00%,100%,99.26%,98-99.9%
A130140120042002,Breese ESD 12,Beckemeyer Elem School,188,100.00%,100%,100.00%,100%
A130140460022001,Willow Grove SD 46,Willow Grove Elem School,153,93.46%,90-97.9%,97.39%,90-97.9%
A130140570022001,Bartelso SD 57,Bartelso Elem School,163,100.00%,100%,100.00%,100%
A130140600022001,Germantown SD 60,Germantown Elem School,260,99.62%,98-99.9%,99.23%,98-99.9%
A130140620022001,Damiansville SD 62,Damiansville Elem School,80,100.00%,100%,100.00%,100%
A130140630022001,Albers SD 63,Albers Elem School,205,91.71%,90-97.9%,96.59%,90-97.9%
A130140710160001,Central CHSD 71,Central Comm High School,599,100.00%,100%,99.67%,98-99.9%
A130141415022001,St Rose SD 14-15,St Rose Elem School,161,100.00%,100%,100.00%,100%
A130141860022001,North Wamac SD 186,North Wamac Grade School,125,85.60%,<90%,85.60%,<90%
A130410010260001,Waltonville CUSD 1,Waltonville High School,102,99.02%,98-99.9%,99.02%,98-99.9%
A130410010262002,Waltonville CUSD 1,Waltonville Grade School,232,98.71%,98-99.9%,98.28%,98-99.9%
A130410020042001,Rome CCSD 2,Rome Comm Cons Elem School,344,98.26%,98-99.9%,98.26%,98-99.9%
A13041002X100000,Clintn/Jeffrsn/Marin/Washngtn ROE,St Marys,145,100.00%,100%,100.00%,100%
A130410030042001,Field CCSD 3,Field Elementary School,262,99.24%,98-99.9%,98.47%,98-99.9%
A130410050042002,Opdyke-Belle-Rive CCSD 5,Opdyke-Belle Rive Grade Sch,142,100.00%,100%,100.00%,100%
A130410060042001,Grand Prairie CCSD 6,Grand Prairie Elem School,84,100.00%,100%,100.00%,100%
A13041006Z140000,Clintn/Jeffrsn/Marin/Washngtn ROE,Victory Christian Academy,19,100.00%,100%,100.00%,100%
A130410120042001,McClellan CCSD 12,McClellan Elementary School,53,100.00%,100%,98.11%,98-99.9%
A130410790022001,Summersville SD 79,Summersville Grade School,251,100.00%,100%,99.20%,98-99.9%
A130410800021001,Mount Vernon SD 80,Zadok Casey Middle School,404,97.77%,90-97.9%,99.75%,98-99.9%
A130410800022002,Mount Vernon SD 80,J L Buford Intermediate Ed Ctr,310,100.00%,100%,99.03%,98-99.9%
A130410800022008,Mount Vernon SD 80,Dr Nick Osborne Primary Center,659,98.94%,98-99.9%,98.48%,98-99.9%
A130410800023002,Mount Vernon SD 80,Dr Andy Hall Early Educ Ctr,309,95.79%,90-97.9%,99.35%,98-99.9%
A130410820022001,Bethel SD 82,Bethel Grade School,169,99.41%,98-99.9%,97.63%,90-97.9%
A130411780042001,Spring Garden Community Consolidated School District 178,Spring Garden Elementary School,136,100.00%,100%,100.00%,100%
A130411780042002,Spring Garden Community Consolidated School District 178,Spring Garden Middle School,93,100.00%,100%,98.92%,98-99.9%
A130412010170001,Mt Vernon Twp HSD 201,Mount Vernon High School,1159,96.55%,90-97.9%,99.48%,98-99.9%
A130412090270001,Woodlawn Unit School District 209,Woodlawn High School,168,100.00%,100%,100.00%,100%
A130412090272001,Woodlawn Unit School District 209,Woodlawn Grade School,306,100.00%,100%,99.35%,98-99.9%
A130413180270001,Bluford Unit School District 318,Webber High School,123,84.55%,<90%,87.80%,<90%
A130413180272001,Bluford Unit School District 318,Bluford Grade School,232,93.10%,90-97.9%,93.97%,90-97.9%
A130580010032001,Raccoon Cons SD 1,Raccoon Cons Elem School,256,97.66%,90-97.9%,98.44%,98-99.9%
A13058002X100000,Clintn/Jeffrsn/Marin/Washngtn ROE,St Mary School,74,100.00%,100%,100.00%,100%
A13058004X060000,Clintn/Jeffrsn/Marin/Washngtn ROE,Trinity Lutheran School,94,100.00%,100%,100.00%,100%
A130580070042001,Iuka CCSD 7,Iuka Comm Cons School,230,100.00%,100%,99.57%,98-99.9%
A130580100042003,Selmaville CCSD 10,Selmaville Elem School,279,93.19%,90-97.9%,94.98%,90-97.9%
A13058010X100000,Clintn/Jeffrsn/Marin/Washngtn ROE,St Theresa of Avila,32,100.00%,100%,100.00%,100%
A130581000260002,Patoka CUSD 100,Patoka Sr High School,63,100.00%,100%,100.00%,100%
A130581000261001,Patoka CUSD 100,Patoka Jr High School,38,100.00%,100%,100.00%,100%
A130581000262001,Patoka CUSD 100,Patoka Elem School,131,100.00%,100%,99.24%,98-99.9%
A130581110022004,Salem SD 111,Hawthorn Elem School,383,100.00%,100%,99.48%,98-99.9%
A130581110022005,Salem SD 111,Franklin Park Middle School,538,100.00%,100%,100.00%,100%
A130581330022001,Central City SD 133,Central City Elem School,331,96.07%,90-97.9%,98.19%,98-99.9%
A130581350021001,Centralia SD 135,Centralia Jr High School,558,99.10%,98-99.9%,100.00%,100%
A130581350022003,Centralia SD 135,Field Kindergarten Center,145,99.31%,98-99.9%,94.48%,90-97.9%
A130581350022006,Centralia SD 135,Jordan Elem School,223,99.10%,98-99.9%,99.10%,98-99.9%
A130581350022007,Centralia SD 135,Lincoln Elem School,151,99.34%,98-99.9%,99.34%,98-99.9%
A130581350022008,Centralia SD 135,Schiller Elem School,203,99.51%,98-99.9%,99.51%,98-99.9%
A130581350023001,Centralia SD 135,Centralia Pre-Kindergarten Ctr,49,100.00%,100%,100.00%,100%
A130584010260001,South Central CUD 401,South Central High School,206,100.00%,100%,99.03%,98-99.9%
A130584010261001,South Central CUD 401,South Central Middle School,148,100.00%,100%,98.65%,98-99.9%
A130584010262002,South Central CUD 401,South Central Elementary-Kinmundy,315,100.00%,100%,98.10%,98-99.9%
A130585010260001,Sandoval CUSD 501,Sandoval Sr High School,115,98.26%,98-99.9%,100.00%,100%
A130585010261002,Sandoval CUSD 501,Sandoval Jr High School,68,100.00%,100%,100.00%,100%
A130585010262002,Sandoval CUSD 501,Sandoval Elem School,300,100.00%,100%,99.33%,98-99.9%
A130586000160001,Salem CHSD 600,Salem Community High School,700,100.00%,100%,99.57%,98-99.9%
A130587220260001,Odin PSD 722,Odin Attendance Center 9-12,74,100.00%,100%,100.00%,100%
A130587220262001,Odin PSD 722,Odin Attendance Center K-8,197,100.00%,100%,98.48%,98-99.9%
A130950010042001,Oakdale CCSD 1,Oakdale Grade School,74,100.00%,100%,98.65%,98-99.9%
A13095001X060000,Clintn/Jeffrsn/Marin/Washngtn ROE,Immanuel Lutheran,46,100.00%,100%,100.00%,100%
A13095006X060000,Clintn/Jeffrsn/Marin/Washngtn ROE,Trinity Lutheran,36,100.00%,100%,94.44%,90-97.9%
A13095008X100000,Clintn/Jeffrsn/Marin/Washngtn ROE,St Ann Elementary School,77,100.00%,100%,100.00%,100%
A13095009X060000,Clintn/Jeffrsn/Marin/Washngtn ROE,Trinity-St John Lutheran,116,100.00%,100%,97.41%,90-97.9%
A130950100260001,West Washington Co CUD 10,Okawville Jr/Sr High School,278,98.92%,98-99.9%,99.64%,98-99.9%
A130950100262003,West Washington Co CUD 10,Okawville Grade School,276,99.64%,98-99.9%,99.28%,98-99.9%
A130950110042001,Irvington CCSD 11,Irvington Elem School,58,100.00%,100%,100.00%,100%
A130950150042001,Ashley CCSD 15,Ashley Com Consolidated School,139,100.00%,100%,100.00%,100%
A130950490042002,Nashville CCSD 49,Nashville Grade School,566,99.65%,98-99.9%,99.82%,98-99.9%
A130950990160001,Nashville CHSD 99,Nashville Comm High School,411,99.51%,98-99.9%,99.76%,98-99.9%
A15016003Y100000,Crawford-Lawrence Educ Serv Reg,Leo High School,133,100.00%,100%,81.20%,<90%
A15016004X010000,Crawford-Lawrence Educ Serv Reg,Catherine Cook School,592,94.43%,90-97.9%,97.13%,90-97.9%
A15016005Y100000,Crawford-Lawrence Educ Serv Reg,St Patrick High School,638,100.00%,100%,99.84%,98-99.9%
A15016016Y010000,Crawford-Lawrence Educ Serv Reg,Latino Youth High School,4,100.00%,100%,100.00%,100%
A15016017Y100000,Crawford-Lawrence Educ Serv Reg,Brother Rice High School,694,99.57%,98-99.9%,99.42%,98-99.9%
A15016022P003101,Childrens Home and Aid Society,Scott Early Learning Center,30,100.00%,100%,96.67%,90-97.9%
A15016022P003102,Childrens Home and Aid Society,Jerri Hoffmann Child & Family Ctr,98,100.00%,100%,100.00%,100%
A15016022P003103,Childrens Home and Aid Society,Community CCC of Palatine,50,100.00%,100%,100.00%,100%
A15016023Z110000,Crawford-Lawrence Educ Serv Reg,Hinsdale Adventist Academy,175,73.14%,<90%,84.57%,<90%
A15016024Y100000,Crawford-Lawrence Educ Serv Reg,De La Salle Institute,906,99.89%,98-99.9%,99.67%,98-99.9%
A15016031Y100000,Crawford-Lawrence Educ Serv Reg,DePaul College Prep,439,100.00%,100%,98.86%,98-99.9%
A15016032Y100000,Crawford-Lawrence Educ Serv Reg,Hales Franciscan High School,7,100.00%,100%,100.00%,100%
